date,timestamp,size,price,side,notional_value,exchange
2025-07-15,2025-07-15T09:45:00,240716,25.49,buy,6136271.22,MS
2025-07-16,2025-07-16T14:04:00,12084,24.72,sell,298699.86,CITI
2025-07-16,2025-07-16T10:16:00,17585,24.7,sell,434409.11,BARCLAYS
2025-07-16,2025-07-16T16:19:00,88278,24.77,sell,2186637.35,MS
2025-07-16,2025-07-16T16:50:00,289570,24.74,sell,7164201.65,MS
2025-07-16,2025-07-16T11:55:00,77757,24.77,buy,1926312.65,BARCLAYS
2025-07-16,2025-07-16T11:26:00,96534,24.71,sell,2384978.37,BARCLAYS
2025-07-16,2025-07-16T10:55:00,12384,24.71,buy,305964.42,MS
2025-07-16,2025-07-16T14:00:00,26105,24.76,sell,646362.05,BARCLAYS
2025-07-16,2025-07-16T12:25:00,249689,24.71,buy,6170332.9,UBS
2025-07-16,2025-07-16T09:02:00,71683,24.77,buy,1775251.76,MS
2025-07-16,2025-07-16T11:58:00,471334,24.73,sell,11654032.06,UBS
2025-07-16,2025-07-16T15:17:00,24775,24.78,sell,613978.47,BARCLAYS
2025-07-16,2025-07-16T10:17:00,278441,24.76,sell,6895130.49,MS
2025-07-16,2025-07-16T12:39:00,88917,24.8,buy,2204841.61,GS
2025-07-16,2025-07-16T10:24:00,52587,24.75,sell,1301774.13,UBS
2025-07-16,2025-07-16T09:33:00,58058,24.75,buy,1436998.41,UBS
2025-07-16,2025-07-16T09:24:00,335197,24.7,buy,8280686.77,BARCLAYS
2025-07-16,2025-07-16T16:20:00,74504,24.8,sell,1847605.97,CITI
2025-07-16,2025-07-16T09:52:00,242426,24.77,sell,6004394.1,MS
2025-07-16,2025-07-16T13:31:00,11012,24.71,buy,272113.12,BARCLAYS
2025-07-16,2025-07-16T15:55:00,54362,24.76,sell,1346236.84,UBS
2025-07-16,2025-07-16T14:29:00,16451,24.76,sell,407357.97,CITI
2025-07-16,2025-07-16T16:34:00,71032,24.74,sell,1757061.05,BARCLAYS
2025-07-16,2025-07-16T13:07:00,71898,24.74,buy,1778432.98,GS
2025-07-16,2025-07-16T16:37:00,287290,24.77,sell,7116250.96,GS
2025-07-16,2025-07-16T15:46:00,291059,24.73,sell,7199249.72,BARCLAYS
2025-07-16,2025-07-16T12:29:00,229029,24.72,sell,5662383.63,CITI
2025-07-16,2025-07-16T15:30:00,200060,24.73,sell,4948209.44,GS
2025-07-16,2025-07-16T14:29:00,18282,24.75,sell,452420.94,MS
2025-07-16,2025-07-16T10:44:00,95232,24.78,buy,2359753.55,MS
2025-07-16,2025-07-16T15:08:00,428467,24.75,buy,10602952.33,CITI
2025-07-16,2025-07-16T09:59:00,59958,24.7,buy,1481049.36,GS
2025-07-16,2025-07-16T14:38:00,367836,24.78,buy,9114055.1,MS
2025-07-16,2025-07-16T14:55:00,59577,24.77,sell,1475771.9,UBS
2025-07-16,2025-07-16T13:19:00,69701,24.72,sell,1722869.55,UBS
2025-07-16,2025-07-16T14:44:00,16103,24.71,sell,397957.27,CITI
2025-07-16,2025-07-16T10:46:00,59752,24.78,sell,1480727.11,CITI
2025-07-16,2025-07-16T13:34:00,63371,24.75,sell,1568456.57,UBS
2025-07-16,2025-07-16T14:35:00,348351,24.71,sell,8607730.78,BARCLAYS
2025-07-16,2025-07-16T10:19:00,468120,24.74,sell,11580899.94,UBS
2025-07-16,2025-07-16T16:56:00,91916,24.75,buy,2275133.96,MS
2025-07-16,2025-07-16T11:29:00,32889,24.75,sell,813931.3,UBS
2025-07-16,2025-07-16T10:20:00,323054,24.78,buy,8006103.6,CITI
2025-07-17,2025-07-17T09:10:00,19347,24.56,sell,475200.21,CITI
2025-07-17,2025-07-17T15:48:00,77076,24.57,buy,1893795.03,UBS
2025-07-17,2025-07-17T10:17:00,59650,24.55,sell,1464615.92,UBS
2025-07-17,2025-07-17T11:42:00,13151,24.61,buy,323621.35,BARCLAYS
2025-07-17,2025-07-17T16:15:00,10823,24.62,sell,266416.86,CITI
2025-07-17,2025-07-17T12:10:00,313611,24.59,buy,7710416.86,BARCLAYS
2025-07-17,2025-07-17T15:03:00,24355,24.62,buy,599553.42,MS
2025-07-17,2025-07-17T12:36:00,391186,24.55,buy,9604584.31,CITI
2025-07-17,2025-07-17T16:05:00,312648,24.59,buy,7688575.31,MS
2025-07-17,2025-07-17T12:50:00,64009,24.55,buy,1571140.03,MS
2025-07-17,2025-07-17T13:50:00,80476,24.6,sell,1979996.55,GS
2025-07-17,2025-07-17T13:59:00,400207,24.56,sell,9829897.9,CITI
2025-07-17,2025-07-17T16:10:00,76953,24.55,buy,1889118.99,UBS
2025-07-17,2025-07-17T12:14:00,46850,24.56,sell,1150483.02,UBS
2025-07-17,2025-07-17T12:46:00,474878,24.58,buy,11673842.32,BARCLAYS
2025-07-17,2025-07-17T13:52:00,79052,24.59,buy,1943653.11,CITI
2025-07-17,2025-07-17T12:44:00,62649,24.6,sell,1541393.37,GS
2025-07-17,2025-07-17T12:41:00,10888,24.63,buy,268124.42,GS
2025-07-18,2025-07-18T15:01:00,185347,25.35,buy,4698891.37,CITI
2025-07-18,2025-07-18T16:17:00,47001,25.32,sell,1190149.77,GS
2025-07-18,2025-07-18T14:26:00,19782,25.29,buy,500254.86,GS
2025-07-18,2025-07-18T16:40:00,39318,25.29,sell,994385.7,CITI
2025-07-18,2025-07-18T10:51:00,20915,25.3,buy,529217.66,BARCLAYS
2025-07-18,2025-07-18T13:27:00,30718,25.33,sell,778042.72,BARCLAYS
2025-07-18,2025-07-18T15:14:00,220269,25.31,sell,5574698.67,BARCLAYS
2025-07-18,2025-07-18T16:52:00,14105,25.29,buy,356693.03,CITI
2025-07-18,2025-07-18T10:24:00,89784,25.29,sell,2270296.85,GS
2025-07-18,2025-07-18T15:17:00,99728,25.33,sell,2526568.6,CITI
2025-07-18,2025-07-18T16:49:00,77909,25.37,sell,1976527.79,BARCLAYS
2025-07-18,2025-07-18T15:33:00,446923,25.36,buy,11333405.03,CITI
2025-07-18,2025-07-18T16:56:00,66142,25.32,buy,1675045.3,CITI
2025-07-18,2025-07-18T11:10:00,329464,25.29,buy,8330736.37,UBS
2025-07-18,2025-07-18T15:42:00,60623,25.29,buy,1533360.16,CITI
2025-07-18,2025-07-18T13:30:00,57027,25.34,sell,1444960.88,CITI
2025-07-21,2025-07-21T09:35:00,299502,26.41,buy,7909341.18,MS
2025-07-21,2025-07-21T09:28:00,34346,26.47,sell,909055.93,BARCLAYS
2025-07-21,2025-07-21T12:14:00,447123,26.45,buy,11825695.97,MS
2025-07-21,2025-07-21T15:52:00,414072,26.47,buy,10958687.18,BARCLAYS
2025-07-21,2025-07-21T12:18:00,136839,26.39,buy,3611408.19,UBS
2025-07-21,2025-07-21T12:27:00,37016,26.44,buy,978604.93,CITI
2025-07-21,2025-07-21T09:06:00,339434,26.45,buy,8979608.39,MS
2025-07-21,2025-07-21T12:39:00,56866,26.38,sell,1500336.34,GS
2025-07-21,2025-07-21T10:54:00,12804,26.41,buy,338174.04,CITI
2025-07-21,2025-07-21T15:09:00,95364,26.38,sell,2515508.23,GS
2025-07-21,2025-07-21T11:45:00,64636,26.41,buy,1706934.14,BARCLAYS
2025-07-21,2025-07-21T12:09:00,53910,26.4,buy,1423318.04,GS
2025-07-21,2025-07-21T14:12:00,464023,26.45,buy,12273754.46,GS
2025-07-21,2025-07-21T11:48:00,173769,26.43,buy,4593078.63,BARCLAYS
2025-07-21,2025-07-21T11:54:00,359087,26.41,buy,9485192.3,GS
2025-07-21,2025-07-21T11:11:00,23391,26.46,sell,618819.81,GS
2025-07-21,2025-07-21T12:37:00,124448,26.44,buy,3290254.05,MS
2025-07-21,2025-07-21T09:57:00,13652,26.38,buy,360176.4,CITI
2025-07-21,2025-07-21T09:37:00,178186,26.39,sell,4703033.55,CITI
2025-07-21,2025-07-21T15:19:00,481839,26.39,sell,12713742.63,UBS
2025-07-21,2025-07-21T09:37:00,27150,26.46,buy,718287.16,CITI
2025-07-21,2025-07-21T12:59:00,318094,26.4,sell,8396322.21,GS
2025-07-21,2025-07-21T12:42:00,342203,26.4,buy,9035382.96,GS
2025-07-21,2025-07-21T12:49:00,165620,26.37,sell,4367363.37,GS
2025-07-21,2025-07-21T11:26:00,29524,26.37,sell,778597.77,GS
2025-07-21,2025-07-21T12:39:00,252805,26.37,sell,6665887.32,BARCLAYS
2025-07-21,2025-07-21T11:41:00,261582,26.39,sell,6904191.47,CITI
2025-07-21,2025-07-21T11:42:00,140496,26.41,sell,3710033.24,GS
2025-07-21,2025-07-21T16:00:00,401886,26.45,buy,10631220.77,MS
2025-07-21,2025-07-21T14:25:00,96352,26.4,buy,2543428.05,CITI
2025-07-21,2025-07-21T13:14:00,64247,26.42,buy,1697491.04,GS
2025-07-21,2025-07-21T09:00:00,235480,26.46,buy,6230773.78,GS
2025-07-21,2025-07-21T16:24:00,21008,26.43,sell,555235.88,CITI
2025-07-21,2025-07-21T12:21:00,98656,26.45,buy,2609618.37,BARCLAYS
2025-07-21,2025-07-21T13:23:00,26537,26.41,buy,700933.59,GS
2025-07-21,2025-07-21T10:30:00,54767,26.37,buy,1444338.65,UBS
2025-07-21,2025-07-21T16:57:00,78805,26.43,buy,2082799.77,MS
2025-07-21,2025-07-21T09:35:00,498961,26.39,sell,13165537.71,CITI
2025-07-21,2025-07-21T13:52:00,49679,26.4,buy,1311606.94,GS
2025-07-21,2025-07-21T15:55:00,276868,26.41,buy,7311706.26,CITI
2025-07-21,2025-07-21T12:26:00,21413,26.46,buy,566626.58,MS
2025-07-21,2025-07-21T09:13:00,217072,26.37,buy,5724831.59,MS
2025-07-21,2025-07-21T14:49:00,15703,26.39,buy,414444.28,UBS
2025-07-21,2025-07-21T16:58:00,92409,26.38,buy,2438167.33,BARCLAYS
2025-07-21,2025-07-21T14:37:00,31624,26.43,sell,835739.93,CITI
2025-07-21,2025-07-21T11:11:00,234000,26.46,buy,6191932.35,UBS
2025-07-21,2025-07-21T16:57:00,85676,26.4,sell,2262031.01,GS
2025-07-21,2025-07-21T10:47:00,39891,26.44,buy,1054895.52,CITI
2025-07-22,2025-07-22T09:43:00,41510,26.36,sell,1094166.3,MS
2025-07-22,2025-07-22T10:54:00,69833,26.34,sell,1839539.57,MS
2025-07-22,2025-07-22T10:59:00,43588,26.29,sell,1145775.28,MS
2025-07-22,2025-07-22T13:14:00,28499,26.31,buy,749841.47,UBS
2025-07-22,2025-07-22T16:26:00,30021,26.33,sell,790335.54,UBS
2025-07-22,2025-07-22T12:27:00,94459,26.29,sell,2483296.31,CITI
2025-07-22,2025-07-22T11:46:00,33380,26.33,sell,878825.99,GS
2025-07-22,2025-07-22T11:48:00,102020,26.32,sell,2684900.51,BARCLAYS
2025-07-22,2025-07-22T13:19:00,83930,26.35,sell,2211785.05,MS
2025-07-22,2025-07-22T15:13:00,406654,26.33,sell,10706923.52,CITI
2025-07-22,2025-07-22T12:36:00,395138,26.28,sell,10384939.69,BARCLAYS
2025-07-22,2025-07-22T16:27:00,231247,26.34,buy,6090815.64,BARCLAYS
2025-07-22,2025-07-22T16:23:00,181623,26.35,buy,4786402.02,UBS
2025-07-22,2025-07-22T15:37:00,79140,26.29,buy,2080902.21,MS
2025-07-22,2025-07-22T15:29:00,414921,26.27,sell,10901048.14,UBS
2025-07-22,2025-07-22T12:09:00,96115,26.29,buy,2526838.46,BARCLAYS
2025-07-22,2025-07-22T09:58:00,399243,26.31,sell,10504513.6,CITI
2025-07-22,2025-07-22T13:56:00,10291,26.28,buy,270473.09,GS
2025-07-22,2025-07-22T14:16:00,37211,26.34,sell,980250.76,CITI
2025-07-22,2025-07-22T14:03:00,65906,26.37,sell,1737892.87,UBS
2025-07-22,2025-07-22T16:53:00,51389,26.32,buy,1352573.42,GS
2025-07-22,2025-07-22T09:44:00,334120,26.32,buy,8794489.54,CITI
2025-07-22,2025-07-22T13:34:00,64283,26.32,buy,1692127.81,GS
2025-07-22,2025-07-22T10:46:00,75988,26.31,sell,1999482.86,MS
2025-07-22,2025-07-22T14:47:00,10719,26.31,buy,282001.36,UBS
2025-07-22,2025-07-22T10:24:00,50785,26.35,buy,1338000.22,CITI
2025-07-22,2025-07-22T09:33:00,33606,26.33,sell,884802.02,BARCLAYS
2025-07-22,2025-07-22T09:15:00,445395,26.27,sell,11701684.1,BARCLAYS
2025-07-22,2025-07-22T10:41:00,398792,26.3,sell,10486991.67,UBS
2025-07-22,2025-07-22T10:46:00,37338,26.27,sell,980948.28,CITI
2025-07-22,2025-07-22T14:46:00,367453,26.35,sell,9682479.02,MS
2025-07-22,2025-07-22T12:23:00,21231,26.31,sell,558602.06,GS
2025-07-22,2025-07-22T14:35:00,495331,26.3,sell,13025466.86,GS
2025-07-22,2025-07-22T13:45:00,85564,26.27,sell,2247653.27,GS
2025-07-22,2025-07-22T16:55:00,459666,26.34,buy,12105980.73,GS
2025-07-22,2025-07-22T11:42:00,33081,26.32,sell,870730.64,MS
2025-07-22,2025-07-22T14:29:00,35247,26.36,sell,928963.1,CITI
2025-07-23,2025-07-23T12:52:00,46484,27.04,sell,1256949.91,GS
2025-07-23,2025-07-23T13:48:00,19320,27.03,buy,522175.21,UBS
2025-07-23,2025-07-23T11:17:00,68066,27.05,buy,1841097.88,CITI
2025-07-23,2025-07-23T15:48:00,89982,27.06,buy,2434789.28,MS
2025-07-23,2025-07-23T16:07:00,83301,27.12,buy,2258999.86,MS
2025-07-23,2025-07-23T10:03:00,84045,27.07,sell,2274902.62,GS
2025-07-23,2025-07-23T13:40:00,51503,27.1,buy,1395823.32,GS
2025-07-23,2025-07-23T11:45:00,466431,27.06,buy,12621190.22,CITI
2025-07-23,2025-07-23T16:52:00,47060,27.06,sell,1273601.25,GS
2025-07-23,2025-07-23T09:32:00,75628,27.04,sell,2045113.9,BARCLAYS
2025-07-23,2025-07-23T13:26:00,125347,27.07,buy,3392762.21,MS
2025-07-23,2025-07-23T16:51:00,20964,27.05,buy,567101.37,UBS
2025-07-23,2025-07-23T12:52:00,78353,27.06,sell,2120410.06,MS
2025-07-23,2025-07-23T15:16:00,460895,27.03,buy,12459809.52,CITI
2025-07-23,2025-07-23T16:59:00,26433,27.05,buy,715030.8,CITI
2025-07-23,2025-07-23T11:39:00,487210,27.13,buy,13216976.32,BARCLAYS
2025-07-23,2025-07-23T14:30:00,73334,27.03,sell,1982462.61,CITI
2025-07-23,2025-07-23T13:57:00,260384,27.11,sell,7059342.87,GS
2025-07-23,2025-07-23T12:39:00,36313,27.09,buy,983868.34,MS
2025-07-23,2025-07-23T10:56:00,71375,27.04,buy,1930189.24,GS
2025-07-23,2025-07-23T13:00:00,35647,27.05,buy,964393.58,MS
2025-07-23,2025-07-23T09:46:00,82124,27.12,buy,2227436.0,GS
2025-07-23,2025-07-23T14:10:00,143104,27.1,buy,3878753.12,GS
2025-07-23,2025-07-23T13:33:00,364473,27.03,buy,9851159.02,MS
2025-07-23,2025-07-23T16:13:00,399864,27.07,buy,10825289.38,MS
2025-07-23,2025-07-23T10:31:00,99278,27.12,buy,2692772.45,CITI
2025-07-23,2025-07-23T11:09:00,89871,27.1,buy,2435724.1,UBS
2025-07-23,2025-07-23T10:05:00,39862,27.07,sell,1079170.48,UBS
2025-07-23,2025-07-23T13:14:00,70601,27.03,sell,1908692.09,CITI
2025-07-23,2025-07-23T14:09:00,411863,27.06,sell,11146272.68,GS
2025-07-23,2025-07-23T14:36:00,37176,27.09,buy,1007076.53,MS
2025-07-23,2025-07-23T15:45:00,257175,27.08,buy,6963793.51,UBS
2025-07-23,2025-07-23T09:59:00,55514,27.12,buy,1505742.56,BARCLAYS
2025-07-23,2025-07-23T11:06:00,76523,27.1,buy,2073415.63,GS
2025-07-23,2025-07-23T14:38:00,21540,27.05,sell,582694.05,UBS
2025-07-23,2025-07-23T16:10:00,19399,27.05,buy,524820.06,CITI
2025-07-23,2025-07-23T09:56:00,73490,27.09,buy,1990490.53,MS
2025-07-23,2025-07-23T14:46:00,153756,27.04,buy,4157839.75,MS
2025-07-23,2025-07-23T14:42:00,250392,27.13,buy,6791903.21,CITI
2025-07-23,2025-07-23T16:40:00,89924,27.06,buy,2433284.43,BARCLAYS
2025-07-23,2025-07-23T16:28:00,89489,27.06,buy,2421959.71,CITI
2025-07-23,2025-07-23T11:58:00,69388,27.09,buy,1879551.85,MS
2025-07-23,2025-07-23T15:30:00,56208,27.1,buy,1523113.78,BARCLAYS
2025-07-23,2025-07-23T12:27:00,26082,27.07,buy,705922.27,MS
2025-07-23,2025-07-23T13:52:00,339343,27.11,buy,9198277.94,GS
2025-07-23,2025-07-23T13:24:00,27034,27.03,buy,730840.3,UBS
2025-07-23,2025-07-23T14:02:00,84754,27.05,buy,2292519.57,GS
2025-07-23,2025-07-23T09:38:00,69201,27.05,buy,1871920.34,MS
2025-07-23,2025-07-23T11:24:00,409823,27.07,buy,11092183.95,BARCLAYS
2025-07-23,2025-07-23T16:10:00,477297,27.11,sell,12941306.45,MS
2025-07-23,2025-07-23T11:55:00,182837,27.08,buy,4951323.88,MS
2025-07-23,2025-07-23T16:03:00,63702,27.05,buy,1722829.56,BARCLAYS
2025-07-24,2025-07-24T09:47:00,72303,27.5,sell,1988676.14,GS
2025-07-24,2025-07-24T16:44:00,43475,27.55,buy,1197535.78,GS
2025-07-24,2025-07-24T12:37:00,13436,27.48,buy,369283.61,GS
2025-07-24,2025-07-24T11:58:00,35512,27.57,buy,979204.17,UBS
2025-07-24,2025-07-24T12:24:00,86800,27.55,sell,2391231.41,CITI
2025-07-24,2025-07-24T14:29:00,299212,27.55,sell,8244498.49,UBS
2025-07-24,2025-07-24T15:45:00,48069,27.55,buy,1324181.02,UBS
2025-07-24,2025-07-24T11:10:00,391662,27.5,buy,10772378.74,GS
2025-07-24,2025-07-24T12:50:00,44469,27.58,buy,1226617.59,CITI
2025-07-24,2025-07-24T10:25:00,212809,27.57,sell,5867693.58,GS
2025-07-24,2025-07-24T11:03:00,53470,27.52,buy,1471229.31,MS
2025-07-24,2025-07-24T11:58:00,34455,27.57,buy,949970.45,UBS
2025-07-24,2025-07-24T09:36:00,28115,27.49,buy,772803.61,MS
2025-07-25,2025-07-25T14:11:00,58886,27.78,buy,1635621.02,MS
2025-07-25,2025-07-25T11:54:00,98518,27.83,buy,2741645.03,UBS
2025-07-25,2025-07-25T14:01:00,355446,27.84,sell,9894031.78,BARCLAYS
2025-07-25,2025-07-25T11:24:00,192002,27.8,sell,5337541.41,CITI
2025-07-25,2025-07-25T11:25:00,202021,27.78,buy,5612664.99,BARCLAYS
2025-07-25,2025-07-25T16:39:00,66599,27.74,sell,1847780.79,MS
2025-07-25,2025-07-25T11:32:00,13469,27.75,sell,373811.1,CITI
2025-07-25,2025-07-25T10:42:00,49903,27.82,buy,1388176.66,GS
2025-07-25,2025-07-25T10:48:00,298827,27.75,sell,8291495.82,MS
2025-07-25,2025-07-25T11:03:00,45420,27.79,buy,1262041.21,UBS
2025-07-25,2025-07-25T14:08:00,449886,27.74,buy,12479291.24,BARCLAYS
2025-07-25,2025-07-25T12:24:00,36903,27.76,buy,1024450.3,MS
2025-07-25,2025-07-25T10:14:00,107407,27.83,sell,2989366.13,BARCLAYS
2025-07-25,2025-07-25T12:24:00,98380,27.74,buy,2728750.9,GS
2025-07-25,2025-07-25T10:23:00,422496,27.83,buy,11759958.0,UBS
2025-07-25,2025-07-25T11:26:00,490813,27.84,buy,13662314.67,UBS
2025-07-25,2025-07-25T11:01:00,50354,27.76,buy,1397830.22,BARCLAYS
2025-07-25,2025-07-25T12:52:00,159030,27.81,buy,4423309.26,GS
2025-07-25,2025-07-25T15:05:00,158236,27.78,buy,4395575.34,MS
2025-07-25,2025-07-25T12:15:00,51357,27.83,buy,1429294.39,MS
2025-07-25,2025-07-25T10:03:00,283689,27.74,buy,7869994.19,MS
2025-07-25,2025-07-25T16:14:00,59981,27.77,buy,1665530.25,UBS
2025-07-25,2025-07-25T16:45:00,23915,27.82,buy,665371.52,BARCLAYS
2025-07-25,2025-07-25T16:36:00,83070,27.8,buy,2309376.62,CITI
2025-07-25,2025-07-25T16:44:00,24850,27.83,buy,691552.51,CITI
2025-07-25,2025-07-25T11:50:00,69724,27.83,buy,1940602.76,BARCLAYS
2025-07-25,2025-07-25T14:45:00,56317,27.75,buy,1563045.95,GS
2025-07-25,2025-07-25T16:21:00,14412,27.78,sell,400397.08,MS
2025-07-25,2025-07-25T16:18:00,28529,27.74,sell,791382.39,UBS
2025-07-25,2025-07-25T12:17:00,49134,27.74,buy,1363221.8,BARCLAYS
2025-07-25,2025-07-25T15:51:00,272918,27.78,buy,7581966.14,BARCLAYS
2025-07-28,2025-07-28T10:27:00,25220,27.56,sell,695113.3,UBS
2025-07-28,2025-07-28T09:09:00,54992,27.52,sell,1513590.38,MS
2025-07-28,2025-07-28T15:59:00,87626,27.58,sell,2416756.61,MS
2025-07-28,2025-07-28T15:41:00,72932,27.59,sell,2012130.1,MS
2025-07-28,2025-07-28T13:10:00,10630,27.5,sell,292291.28,BARCLAYS
2025-07-28,2025-07-28T12:50:00,23454,27.6,buy,647440.41,MS
2025-07-28,2025-07-28T09:39:00,76968,27.59,sell,2123638.93,BARCLAYS
2025-07-28,2025-07-28T10:37:00,91603,27.55,sell,2523363.49,MS
2025-07-28,2025-07-28T12:54:00,44232,27.57,buy,1219444.93,GS
2025-07-28,2025-07-28T14:15:00,32013,27.57,buy,882588.18,GS
2025-07-28,2025-07-28T16:45:00,303994,27.55,sell,8374534.78,BARCLAYS
2025-07-28,2025-07-28T10:12:00,24456,27.58,buy,674453.62,GS
2025-07-28,2025-07-28T16:21:00,349200,27.57,sell,9628503.89,CITI
2025-07-28,2025-07-28T09:34:00,87844,27.6,sell,2424799.54,UBS
2025-07-28,2025-07-28T16:35:00,44205,27.52,sell,1216313.22,GS
2025-07-28,2025-07-28T11:59:00,113973,27.51,sell,3135051.22,CITI
2025-07-28,2025-07-28T15:53:00,324457,27.52,sell,8929481.82,BARCLAYS
2025-07-28,2025-07-28T09:38:00,22722,27.57,sell,626433.09,UBS
2025-07-28,2025-07-28T11:28:00,392365,27.53,sell,10802145.15,UBS
2025-07-28,2025-07-28T14:44:00,59759,27.56,sell,1646804.26,UBS
2025-07-28,2025-07-28T12:35:00,87345,27.55,sell,2406713.99,BARCLAYS
2025-07-28,2025-07-28T12:49:00,57947,27.55,sell,1596325.75,MS
2025-07-28,2025-07-28T15:34:00,47288,27.56,sell,1303436.14,UBS
2025-07-28,2025-07-28T15:23:00,30284,27.52,sell,833413.39,UBS
2025-07-28,2025-07-28T13:44:00,69243,27.52,sell,1905492.99,CITI
2025-07-28,2025-07-28T13:56:00,231316,27.51,sell,6362844.82,BARCLAYS
2025-07-28,2025-07-28T16:50:00,51420,27.59,sell,1418923.69,GS
2025-07-28,2025-07-28T14:01:00,72060,27.55,sell,1985178.95,CITI
2025-07-28,2025-07-28T09:19:00,168976,27.51,sell,4648462.28,BARCLAYS
2025-07-28,2025-07-28T13:15:00,83123,27.59,sell,2293734.8,GS
2025-07-28,2025-07-28T14:48:00,278003,27.56,sell,7662787.5,CITI
